location,date,vaccine,total_vaccinations
United States,2021-09-27,Moderna,151102564
United States,2021-09-27,Pfizer/BioNTech,224223342
United States,2021-09-28,Johnson&Johnson,14954307
United States,2021-09-28,Moderna,151150063
United States,2021-09-28,Pfizer/BioNTech,224659347
United States,2021-09-29,Johnson&Johnson,14977044
United States,2021-09-29,Moderna,151310851
United States,2021-09-29,Pfizer/BioNTech,225313214
United States,2021-09-30,Johnson&Johnson,15000326
United States,2021-09-30,Moderna,151481614
United States,2021-09-30,Pfizer/BioNTech,226033301
United States,2021-10-01,Johnson&Johnson,15022960
United States,2021-10-01,Moderna,151622624
United States,2021-10-01,Pfizer/BioNTech,226714560
United States,2021-10-02,Johnson&Johnson,15047364
United States,2021-10-02,Moderna,151796711
United States,2021-10-02,Pfizer/BioNTech,227447588
United States,2021-10-03,Johnson&Johnson,15065673
United States,2021-10-03,Moderna,151965988
United States,2021-10-03,Pfizer/BioNTech,228504095
United States,2021-10-04,Johnson&Johnson,15073515
United States,2021-10-04,Moderna,152089746
United States,2021-10-04,Pfizer/BioNTech,229356695
United States,2021-10-05,Johnson&Johnson,15087687
United States,2021-10-05,Moderna,152207170
United States,2021-10-05,Pfizer/BioNTech,230023148
United States,2021-10-06,Johnson&Johnson,15107206
United States,2021-10-06,Moderna,152371218
United States,2021-10-06,Pfizer/BioNTech,230795097
United States,2021-10-07,Johnson&Johnson,15126616
United States,2021-10-07,Moderna,152505315
United States,2021-10-07,Pfizer/BioNTech,231516893
United States,2021-10-08,Johnson&Johnson,15145348
United States,2021-10-08,Moderna,152657055
United States,2021-10-08,Pfizer/BioNTech,232461866
United States,2021-10-09,Johnson&Johnson,15178784
United States,2021-10-09,Moderna,152840025
United States,2021-10-09,Pfizer/BioNTech,233393286
United States,2021-10-12,Johnson&Johnson,15208784
United States,2021-10-12,Moderna,153091886
United States,2021-10-12,Pfizer/BioNTech,234867451
United States,2021-10-13,Johnson&Johnson,15225611
United States,2021-10-13,Moderna,153216702
United States,2021-10-13,Pfizer/BioNTech,235518908
United States,2021-10-14,Johnson&Johnson,15250730
United States,2021-10-14,Moderna,153369108
United States,2021-10-14,Pfizer/BioNTech,236409595
United States,2021-10-15,Johnson&Johnson,15278936
United States,2021-10-15,Moderna,153548987
United States,2021-10-15,Pfizer/BioNTech,237325727
United States,2021-10-16,Johnson&Johnson,15298169
United States,2021-10-16,Moderna,153681390
United States,2021-10-16,Pfizer/BioNTech,238048239
United States,2021-10-17,Johnson&Johnson,15313732
United States,2021-10-17,Moderna,153795531
United States,2021-10-17,Pfizer/BioNTech,238736184
United States,2021-10-18,Johnson&Johnson,15322713
United States,2021-10-18,Moderna,153865158
United States,2021-10-18,Pfizer/BioNTech,239189084
United States,2021-10-19,Johnson&Johnson,15336709
United States,2021-10-19,Moderna,153970330
United States,2021-10-19,Pfizer/BioNTech,239709996
United States,2021-10-20,Johnson&Johnson,15353873
United States,2021-10-20,Moderna,154087303
United States,2021-10-20,Pfizer/BioNTech,240324759
United States,2021-10-21,Johnson&Johnson,15371265
United States,2021-10-21,Moderna,154219584
United States,2021-10-21,Pfizer/BioNTech,240994970
United States,2021-10-22,Johnson&Johnson,15393747
United States,2021-10-22,Moderna,154369262
United States,2021-10-22,Pfizer/BioNTech,241772516
United States,2021-10-23,Johnson&Johnson,15415408
United States,2021-10-23,Moderna,154526345
United States,2021-10-23,Pfizer/BioNTech,242485197
United States,2021-10-24,Johnson&Johnson,15432695
United States,2021-10-24,Moderna,154735646
United States,2021-10-24,Pfizer/BioNTech,243046759
United States,2021-10-25,Johnson&Johnson,15444234
United States,2021-10-25,Moderna,154980294
United States,2021-10-25,Pfizer/BioNTech,243447128
United States,2021-10-26,Johnson&Johnson,15457247
United States,2021-10-26,Moderna,155267673
United States,2021-10-26,Pfizer/BioNTech,243856565
United States,2021-10-27,Johnson&Johnson,15486250
United States,2021-10-27,Moderna,155799040
United States,2021-10-27,Pfizer/BioNTech,244436832
United States,2021-10-28,Johnson&Johnson,15521154
United States,2021-10-28,Moderna,156602727
United States,2021-10-28,Pfizer/BioNTech,245237611
United States,2021-10-29,Johnson&Johnson,15549336
United States,2021-10-29,Moderna,157205236
United States,2021-10-29,Pfizer/BioNTech,245831871
United States,2021-10-30,Johnson&Johnson,15594341
United States,2021-10-30,Moderna,158053763
United States,2021-10-30,Pfizer/BioNTech,246573186
United States,2021-10-31,Johnson&Johnson,15632926
United States,2021-10-31,Moderna,158772903
United States,2021-10-31,Pfizer/BioNTech,247226364
United States,2021-11-01,Johnson&Johnson,15657802
United States,2021-11-01,Moderna,159264439
United States,2021-11-01,Pfizer/BioNTech,247644758
United States,2021-11-02,Johnson&Johnson,15684476
United States,2021-11-02,Moderna,159747250
United States,2021-11-02,Pfizer/BioNTech,248071961
United States,2021-11-03,Johnson&Johnson,15725873
United States,2021-11-03,Moderna,160450092
United States,2021-11-03,Pfizer/BioNTech,248655677
United States,2021-11-04,Johnson&Johnson,15774846
United States,2021-11-04,Moderna,161206881
United States,2021-11-04,Pfizer/BioNTech,249302522
United States,2021-11-05,Johnson&Johnson,15827858
United States,2021-11-05,Moderna,161885137
United States,2021-11-05,Pfizer/BioNTech,249839661
United States,2021-11-06,Johnson&Johnson,15876019
United States,2021-11-06,Moderna,162648210
United States,2021-11-06,Pfizer/BioNTech,250435837
United States,2021-11-07,Johnson&Johnson,15917693
United States,2021-11-07,Moderna,163390613
United States,2021-11-07,Pfizer/BioNTech,251090534
United States,2021-11-08,Johnson&Johnson,15944839
United States,2021-11-08,Moderna,163930600
United States,2021-11-08,Pfizer/BioNTech,251645451
United States,2021-11-09,Johnson&Johnson,15973618
United States,2021-11-09,Moderna,164395658
United States,2021-11-09,Pfizer/BioNTech,252338508
United States,2021-11-10,Johnson&Johnson,16015198
United States,2021-11-10,Moderna,164985307
United States,2021-11-10,Pfizer/BioNTech,253035590
United States,2021-11-12,Johnson&Johnson,16094232
United States,2021-11-12,Moderna,166271061
United States,2021-11-12,Pfizer/BioNTech,254532491
United States,2021-11-13,Johnson&Johnson,16135268
United States,2021-11-13,Moderna,167010749
United States,2021-11-13,Pfizer/BioNTech,255432746
United States,2021-11-14,Johnson&Johnson,16169549
United States,2021-11-14,Moderna,167679443
United States,2021-11-14,Pfizer/BioNTech,256253584
United States,2021-11-15,Johnson&Johnson,16200158
United States,2021-11-15,Moderna,168242391
United States,2021-11-15,Pfizer/BioNTech,257105458
United States,2021-11-16,Johnson&Johnson,16233985
United States,2021-11-16,Moderna,168812041
United States,2021-11-16,Pfizer/BioNTech,257869920
United States,2021-11-17,Johnson&Johnson,16274660
United States,2021-11-17,Moderna,169412238
United States,2021-11-17,Pfizer/BioNTech,258642454
United States,2021-11-18,Johnson&Johnson,16312826
United States,2021-11-18,Moderna,170102986
United States,2021-11-18,Pfizer/BioNTech,259373312
United States,2021-11-19,Johnson&Johnson,16357570
United States,2021-11-19,Moderna,170858487
United States,2021-11-19,Pfizer/BioNTech,260476713
United States,2021-11-20,Johnson&Johnson,16405286
United States,2021-11-20,Moderna,171663254
United States,2021-11-20,Pfizer/BioNTech,261421616
United States,2021-11-21,Johnson&Johnson,16442908
United States,2021-11-21,Moderna,172316148
United States,2021-11-21,Pfizer/BioNTech,262228410
United States,2021-11-22,Johnson&Johnson,16466807
United States,2021-11-22,Moderna,172810191
United States,2021-11-22,Pfizer/BioNTech,262914388
United States,2021-11-23,Johnson&Johnson,16435004
United States,2021-11-23,Moderna,172792190
United States,2021-11-23,Pfizer/BioNTech,263010518
United States,2021-11-24,Johnson&Johnson,16488220
United States,2021-11-24,Moderna,173461121
United States,2021-11-24,Pfizer/BioNTech,264025943
United States,2021-11-29,Johnson&Johnson,16597641
United States,2021-11-29,Moderna,175430932
United States,2021-11-29,Pfizer/BioNTech,266730650
United States,2021-11-30,Johnson&Johnson,16631251
United States,2021-11-30,Moderna,176026339
United States,2021-11-30,Pfizer/BioNTech,267639715
United States,2021-12-01,Johnson&Johnson,16671481
United States,2021-12-01,Moderna,176594175
United States,2021-12-01,Pfizer/BioNTech,268520407
United States,2021-12-02,Johnson&Johnson,16720690
United States,2021-12-02,Moderna,177388926
United States,2021-12-02,Pfizer/BioNTech,269856321
United States,2021-12-03,Johnson&Johnson,16770397
United States,2021-12-03,Moderna,178149886
United States,2021-12-03,Pfizer/BioNTech,270946361
United States,2021-12-04,Johnson&Johnson,16822204
United States,2021-12-04,Moderna,178978980
United States,2021-12-04,Pfizer/BioNTech,272232377
United States,2021-12-05,Johnson&Johnson,16863349
United States,2021-12-05,Moderna,179679243
United States,2021-12-05,Pfizer/BioNTech,273270797
United States,2021-12-06,Johnson&Johnson,16888006
United States,2021-12-06,Moderna,180171419
United States,2021-12-06,Pfizer/BioNTech,274156276
United States,2021-12-07,Johnson&Johnson,16918762
United States,2021-12-07,Moderna,180717034
United States,2021-12-07,Pfizer/BioNTech,275121905
United States,2021-12-08,Johnson&Johnson,16979979
United States,2021-12-08,Moderna,181774966
United States,2021-12-08,Pfizer/BioNTech,276485648
United States,2021-12-09,Johnson&Johnson,17020935
United States,2021-12-09,Moderna,182451675
United States,2021-12-09,Pfizer/BioNTech,277472166
United States,2021-12-10,Johnson&Johnson,17100985
United States,2021-12-10,Moderna,183628648
United States,2021-12-10,Pfizer/BioNTech,279344831
United States,2021-12-11,Johnson&Johnson,17152271
United States,2021-12-11,Moderna,184422633
United States,2021-12-11,Pfizer/BioNTech,280625893
United States,2021-12-12,Johnson&Johnson,17185562
United States,2021-12-12,Moderna,184989803
United States,2021-12-12,Pfizer/BioNTech,281519334
United States,2021-12-13,Johnson&Johnson,17206942
United States,2021-12-13,Moderna,185388911
United States,2021-12-13,Pfizer/BioNTech,282267391
United States,2021-12-14,Johnson&Johnson,17233475
United States,2021-12-14,Moderna,185831223
United States,2021-12-14,Pfizer/BioNTech,283012348
United States,2021-12-15,Johnson&Johnson,17272247
United States,2021-12-15,Moderna,186454785
United States,2021-12-15,Pfizer/BioNTech,284069934
United States,2021-12-16,Johnson&Johnson,17311789
United States,2021-12-16,Moderna,187111796
United States,2021-12-16,Pfizer/BioNTech,285106254
United States,2021-12-17,Johnson&Johnson,17355211
United States,2021-12-17,Moderna,187823886
United States,2021-12-17,Pfizer/BioNTech,286210683
United States,2021-12-18,Johnson&Johnson,17394753
United States,2021-12-18,Moderna,188491220
United States,2021-12-18,Pfizer/BioNTech,287241895
United States,2021-12-19,Johnson&Johnson,17422358
United States,2021-12-19,Moderna,189052448
United States,2021-12-19,Pfizer/BioNTech,288121540
United States,2021-12-20,Johnson&Johnson,17438700
United States,2021-12-20,Moderna,189469043
United States,2021-12-20,Pfizer/BioNTech,288825557
United States,2021-12-21,Johnson&Johnson,17454967
United States,2021-12-21,Moderna,189874761
United States,2021-12-21,Pfizer/BioNTech,289538081
United States,2021-12-22,Johnson&Johnson,17484608
United States,2021-12-22,Moderna,190503920
United States,2021-12-22,Pfizer/BioNTech,290516041
United States,2021-12-23,Johnson&Johnson,17501026
United States,2021-12-23,Moderna,190891698
United States,2021-12-23,Pfizer/BioNTech,291318945
United States,2021-12-27,Johnson&Johnson,17554817
United States,2021-12-27,Moderna,192130887
United States,2021-12-27,Pfizer/BioNTech,293282214
United States,2021-12-28,Johnson&Johnson,17576911
United States,2021-12-28,Moderna,192687290
United States,2021-12-28,Pfizer/BioNTech,294235928
United States,2021-12-29,Johnson&Johnson,17596594
United States,2021-12-29,Moderna,193162645
United States,2021-12-29,Pfizer/BioNTech,295020731
United States,2021-12-30,Johnson&Johnson,17613846
United States,2021-12-30,Moderna,193650993
United States,2021-12-30,Pfizer/BioNTech,295858234
United States,2022-01-04,Johnson&Johnson,17695795
United States,2022-01-04,Moderna,195491908
United States,2022-01-04,Pfizer/BioNTech,298939402
United States,2022-01-05,Johnson&Johnson,17716925
United States,2022-01-05,Moderna,195913748
United States,2022-01-05,Pfizer/BioNTech,299669968
United States,2022-01-06,Johnson&Johnson,17739932
United States,2022-01-06,Moderna,196396103
United States,2022-01-06,Pfizer/BioNTech,300486092
United States,2022-01-07,Johnson&Johnson,17766224
United States,2022-01-07,Moderna,196913814
United States,2022-01-07,Pfizer/BioNTech,301374353
United States,2022-01-08,Johnson&Johnson,17791472
United States,2022-01-08,Moderna,197421313
United States,2022-01-08,Pfizer/BioNTech,302264632
United States,2022-01-09,Johnson&Johnson,17813479
United States,2022-01-09,Moderna,197880486
United States,2022-01-09,Pfizer/BioNTech,303096481
United States,2022-01-10,Johnson&Johnson,17825224
United States,2022-01-10,Moderna,198147329
United States,2022-01-10,Pfizer/BioNTech,303648263
United States,2022-01-11,Johnson&Johnson,17840058
United States,2022-01-11,Moderna,198474153
United States,2022-01-11,Pfizer/BioNTech,304296783
United States,2022-01-12,Johnson&Johnson,17863666
United States,2022-01-12,Moderna,198923979
United States,2022-01-12,Pfizer/BioNTech,305145563
United States,2022-01-13,Johnson&Johnson,17898271
United States,2022-01-13,Moderna,199602389
United States,2022-01-13,Pfizer/BioNTech,306241653
United States,2022-01-14,Johnson&Johnson,17923089
United States,2022-01-14,Moderna,200069287
United States,2022-01-14,Pfizer/BioNTech,307152951
United States,2022-01-15,Johnson&Johnson,17946980
United States,2022-01-15,Moderna,200505745
United States,2022-01-15,Pfizer/BioNTech,307985354
United States,2022-01-18,Johnson&Johnson,17983383
United States,2022-01-18,Moderna,201270697
United States,2022-01-18,Pfizer/BioNTech,309550180
United States,2022-01-19,Johnson&Johnson,18002501
United States,2022-01-19,Moderna,201632233
United States,2022-01-19,Pfizer/BioNTech,310332802
United States,2022-01-20,Johnson&Johnson,18065529
United States,2022-01-20,Moderna,202127731
United States,2022-01-20,Pfizer/BioNTech,311207242
United States,2022-01-21,Johnson&Johnson,18083356
United States,2022-01-21,Moderna,202447054
United States,2022-01-21,Pfizer/BioNTech,311853421
United States,2022-01-22,Johnson&Johnson,18102634
United States,2022-01-22,Moderna,202786593
United States,2022-01-22,Pfizer/BioNTech,312558129
United States,2022-01-23,Johnson&Johnson,18114786
United States,2022-01-23,Moderna,203024478
United States,2022-01-23,Pfizer/BioNTech,313000963
United States,2022-01-24,Johnson&Johnson,18125164
United States,2022-01-24,Moderna,203235552
United States,2022-01-24,Pfizer/BioNTech,313477739
United States,2022-01-25,Johnson&Johnson,18138174
United States,2022-01-25,Moderna,203503967
United States,2022-01-25,Pfizer/BioNTech,314236020
United States,2022-01-26,Johnson&Johnson,18153278
United States,2022-01-26,Moderna,203763480
United States,2022-01-26,Pfizer/BioNTech,314783787
United States,2022-01-27,Johnson&Johnson,18128738
United States,2022-01-27,Moderna,203409636
United States,2022-01-27,Pfizer/BioNTech,314361546
United States,2022-01-28,Johnson&Johnson,18143188
United States,2022-01-28,Moderna,203671645
United States,2022-01-28,Pfizer/BioNTech,314951464
United States,2022-01-29,Johnson&Johnson,18158364
United States,2022-01-29,Moderna,203923765
United States,2022-01-29,Pfizer/BioNTech,315530213
United States,2022-01-30,Johnson&Johnson,18170391
United States,2022-01-30,Moderna,204143412
United States,2022-01-30,Pfizer/BioNTech,316041356
United States,2022-01-31,Johnson&Johnson,18177294
United States,2022-01-31,Moderna,204294985
United States,2022-01-31,Pfizer/BioNTech,316390082
United States,2022-02-01,Johnson&Johnson,18185440
United States,2022-02-01,Moderna,204454132
United States,2022-02-01,Pfizer/BioNTech,316805846
United States,2022-02-02,Johnson&Johnson,18198400
United States,2022-02-02,Moderna,204662169
United States,2022-02-02,Pfizer/BioNTech,317292439
United States,2022-02-03,Johnson&Johnson,18215099
United States,2022-02-03,Moderna,204895468
United States,2022-02-03,Pfizer/BioNTech,317821532
United States,2022-02-04,Johnson&Johnson,18224294
United States,2022-02-04,Moderna,205042012
United States,2022-02-04,Pfizer/BioNTech,318253687
Uruguay,2021-02-27,Oxford/AstraZeneca,5
Uruguay,2021-02-27,Pfizer/BioNTech,6
Uruguay,2021-02-27,Sinovac,372
Uruguay,2021-02-28,Oxford/AstraZeneca,7
Uruguay,2021-02-28,Pfizer/BioNTech,18
Uruguay,2021-02-28,Sinovac,375
Uruguay,2021-03-01,Oxford/AstraZeneca,17
Uruguay,2021-03-01,Pfizer/BioNTech,29
Uruguay,2021-03-01,Sinovac,18405
Uruguay,2021-03-02,Oxford/AstraZeneca,26
Uruguay,2021-03-02,Pfizer/BioNTech,53
Uruguay,2021-03-02,Sinovac,33130
Uruguay,2021-03-03,Oxford/AstraZeneca,33
Uruguay,2021-03-03,Pfizer/BioNTech,67
Uruguay,2021-03-03,Sinovac,54428
Uruguay,2021-03-04,Oxford/AstraZeneca,34
Uruguay,2021-03-04,Pfizer/BioNTech,74
Uruguay,2021-03-04,Sinovac,63410
Uruguay,2021-03-05,Oxford/AstraZeneca,39
Uruguay,2021-03-05,Pfizer/BioNTech,84
Uruguay,2021-03-05,Sinovac,72605
Uruguay,2021-03-06,Oxford/AstraZeneca,45
Uruguay,2021-03-06,Pfizer/BioNTech,92
Uruguay,2021-03-06,Sinovac,72610
Uruguay,2021-03-07,Oxford/AstraZeneca,51
Uruguay,2021-03-07,Pfizer/BioNTech,100
Uruguay,2021-03-07,Sinovac,72610
Uruguay,2021-03-08,Oxford/AstraZeneca,52
Uruguay,2021-03-08,Pfizer/BioNTech,108
Uruguay,2021-03-08,Sinovac,100762
Uruguay,2021-03-09,Oxford/AstraZeneca,53
Uruguay,2021-03-09,Pfizer/BioNTech,128
Uruguay,2021-03-09,Sinovac,122592
Uruguay,2021-03-10,Oxford/AstraZeneca,54
Uruguay,2021-03-10,Pfizer/BioNTech,133
Uruguay,2021-03-10,Sinovac,147775
Uruguay,2021-03-11,Oxford/AstraZeneca,57
Uruguay,2021-03-11,Pfizer/BioNTech,147
Uruguay,2021-03-11,Sinovac,170184
Uruguay,2021-03-12,Oxford/AstraZeneca,57
Uruguay,2021-03-12,Pfizer/BioNTech,22074
Uruguay,2021-03-12,Sinovac,170990
Uruguay,2021-03-13,Oxford/AstraZeneca,58
Uruguay,2021-03-13,Pfizer/BioNTech,32403
Uruguay,2021-03-13,Sinovac,171081
Uruguay,2021-03-14,Oxford/AstraZeneca,58
Uruguay,2021-03-14,Pfizer/BioNTech,32411
Uruguay,2021-03-14,Sinovac,171090
Uruguay,2021-03-15,Oxford/AstraZeneca,62
Uruguay,2021-03-15,Pfizer/BioNTech,38652
Uruguay,2021-03-15,Sinovac,176132
Uruguay,2021-03-16,Oxford/AstraZeneca,65
Uruguay,2021-03-16,Pfizer/BioNTech,40675
Uruguay,2021-03-16,Sinovac,180794
Uruguay,2021-03-17,Oxford/AstraZeneca,66
Uruguay,2021-03-17,Pfizer/BioNTech,42144
Uruguay,2021-03-17,Sinovac,187233
Uruguay,2021-03-18,Oxford/AstraZeneca,67
Uruguay,2021-03-18,Pfizer/BioNTech,42378
Uruguay,2021-03-18,Sinovac,223534
Uruguay,2021-03-19,Oxford/AstraZeneca,96
Uruguay,2021-03-19,Pfizer/BioNTech,42485
Uruguay,2021-03-19,Sinovac,259744
Uruguay,2021-03-20,Oxford/AstraZeneca,102
Uruguay,2021-03-20,Pfizer/BioNTech,42531
Uruguay,2021-03-20,Sinovac,272208
Uruguay,2021-03-21,Oxford/AstraZeneca,102
Uruguay,2021-03-21,Pfizer/BioNTech,42547
Uruguay,2021-03-21,Sinovac,272215
Uruguay,2021-03-22,Oxford/AstraZeneca,103
Uruguay,2021-03-22,Pfizer/BioNTech,60580
Uruguay,2021-03-22,Sinovac,292926
Uruguay,2021-03-23,Oxford/AstraZeneca,106
Uruguay,2021-03-23,Pfizer/BioNTech,77049
Uruguay,2021-03-23,Sinovac,312901
Uruguay,2021-03-24,Oxford/AstraZeneca,110
Uruguay,2021-03-24,Pfizer/BioNTech,87595
Uruguay,2021-03-24,Sinovac,337746
Uruguay,2021-03-25,Oxford/AstraZeneca,113
Uruguay,2021-03-25,Pfizer/BioNTech,96755
Uruguay,2021-03-25,Sinovac,372085
Uruguay,2021-03-26,Oxford/AstraZeneca,114
Uruguay,2021-03-26,Pfizer/BioNTech,105460
Uruguay,2021-03-26,Sinovac,404573
Uruguay,2021-03-27,Oxford/AstraZeneca,118
Uruguay,2021-03-27,Pfizer/BioNTech,108765
Uruguay,2021-03-27,Sinovac,414443
Uruguay,2021-03-28,Oxford/AstraZeneca,118
Uruguay,2021-03-28,Pfizer/BioNTech,108774
Uruguay,2021-03-28,Sinovac,414450
Uruguay,2021-03-29,Oxford/AstraZeneca,123
Uruguay,2021-03-29,Pfizer/BioNTech,117557
Uruguay,2021-03-29,Sinovac,459975
Uruguay,2021-03-30,Oxford/AstraZeneca,123
Uruguay,2021-03-30,Pfizer/BioNTech,126346
Uruguay,2021-03-30,Sinovac,503431
Uruguay,2021-03-31,Oxford/AstraZeneca,126
Uruguay,2021-03-31,Pfizer/BioNTech,134877
Uruguay,2021-03-31,Sinovac,552840
Uruguay,2021-04-01,Oxford/AstraZeneca,131
Uruguay,2021-04-01,Pfizer/BioNTech,143653
Uruguay,2021-04-01,Sinovac,592157
Uruguay,2021-04-02,Oxford/AstraZeneca,137
Uruguay,2021-04-02,Pfizer/BioNTech,153349
Uruguay,2021-04-02,Sinovac,631604
Uruguay,2021-04-03,Oxford/AstraZeneca,141
Uruguay,2021-04-03,Pfizer/BioNTech,156713
Uruguay,2021-04-03,Sinovac,640617
Uruguay,2021-04-04,Oxford/AstraZeneca,146
Uruguay,2021-04-04,Pfizer/BioNTech,156726
Uruguay,2021-04-04,Sinovac,640625
Uruguay,2021-04-05,Oxford/AstraZeneca,151
Uruguay,2021-04-05,Pfizer/BioNTech,157459
Uruguay,2021-04-05,Sinovac,678269
Uruguay,2021-04-06,Oxford/AstraZeneca,158
Uruguay,2021-04-06,Pfizer/BioNTech,158148
Uruguay,2021-04-06,Sinovac,721734
Uruguay,2021-04-07,Oxford/AstraZeneca,180
Uruguay,2021-04-07,Pfizer/BioNTech,158189
Uruguay,2021-04-07,Sinovac,767864
Uruguay,2021-04-08,Oxford/AstraZeneca,185
Uruguay,2021-04-08,Pfizer/BioNTech,158248
Uruguay,2021-04-08,Sinovac,816617
Uruguay,2021-04-09,Oxford/AstraZeneca,193
Uruguay,2021-04-09,Pfizer/BioNTech,187430
Uruguay,2021-04-09,Sinovac,827245
Uruguay,2021-04-10,Oxford/AstraZeneca,196
Uruguay,2021-04-10,Pfizer/BioNTech,210851
Uruguay,2021-04-10,Sinovac,830926
Uruguay,2021-04-11,Oxford/AstraZeneca,201
Uruguay,2021-04-11,Pfizer/BioNTech,210863
Uruguay,2021-04-11,Sinovac,831293
Uruguay,2021-04-12,Oxford/AstraZeneca,209
Uruguay,2021-04-12,Pfizer/BioNTech,221687
Uruguay,2021-04-12,Sinovac,873713
Uruguay,2021-04-13,Oxford/AstraZeneca,213
Uruguay,2021-04-13,Pfizer/BioNTech,234439
Uruguay,2021-04-13,Sinovac,918267
Uruguay,2021-04-14,Oxford/AstraZeneca,223
Uruguay,2021-04-14,Pfizer/BioNTech,246803
Uruguay,2021-04-14,Sinovac,963672
Uruguay,2021-04-15,Oxford/AstraZeneca,243
Uruguay,2021-04-15,Pfizer/BioNTech,258027
Uruguay,2021-04-15,Sinovac,1016191
Uruguay,2021-04-16,Oxford/AstraZeneca,268
Uruguay,2021-04-16,Pfizer/BioNTech,269025
Uruguay,2021-04-16,Sinovac,1068102
Uruguay,2021-04-17,Oxford/AstraZeneca,19558
Uruguay,2021-04-17,Pfizer/BioNTech,272707
Uruguay,2021-04-17,Sinovac,1080394
Uruguay,2021-04-18,Oxford/AstraZeneca,35194
Uruguay,2021-04-18,Pfizer/BioNTech,273050
Uruguay,2021-04-18,Sinovac,1080535
Uruguay,2021-04-19,Oxford/AstraZeneca,36105
Uruguay,2021-04-19,Pfizer/BioNTech,288896
Uruguay,2021-04-19,Sinovac,1102740
Uruguay,2021-04-20,Oxford/AstraZeneca,36717
Uruguay,2021-04-20,Pfizer/BioNTech,309082
Uruguay,2021-04-20,Sinovac,1127834
Uruguay,2021-04-21,Oxford/AstraZeneca,37670
Uruguay,2021-04-21,Pfizer/BioNTech,326730
Uruguay,2021-04-21,Sinovac,1156036
Uruguay,2021-04-22,Oxford/AstraZeneca,38527
Uruguay,2021-04-22,Pfizer/BioNTech,339387
Uruguay,2021-04-22,Sinovac,1193889
Uruguay,2021-04-23,Oxford/AstraZeneca,39406
Uruguay,2021-04-23,Pfizer/BioNTech,354822
Uruguay,2021-04-23,Sinovac,1228867
Uruguay,2021-04-24,Oxford/AstraZeneca,39930
Uruguay,2021-04-24,Pfizer/BioNTech,364579
Uruguay,2021-04-24,Sinovac,1240953
Uruguay,2021-04-25,Oxford/AstraZeneca,39934
Uruguay,2021-04-25,Pfizer/BioNTech,364603
Uruguay,2021-04-25,Sinovac,1241464
Uruguay,2021-04-26,Oxford/AstraZeneca,40764
Uruguay,2021-04-26,Pfizer/BioNTech,378078
Uruguay,2021-04-26,Sinovac,1272497
Uruguay,2021-04-27,Oxford/AstraZeneca,41363
Uruguay,2021-04-27,Pfizer/BioNTech,391144
Uruguay,2021-04-27,Sinovac,1303982
Uruguay,2021-04-28,Oxford/AstraZeneca,41933
Uruguay,2021-04-28,Pfizer/BioNTech,404587
Uruguay,2021-04-28,Sinovac,1334352
Uruguay,2021-04-29,Oxford/AstraZeneca,42539
Uruguay,2021-04-29,Pfizer/BioNTech,417944
Uruguay,2021-04-29,Sinovac,1366637
Uruguay,2021-04-30,Oxford/AstraZeneca,43123
Uruguay,2021-04-30,Pfizer/BioNTech,432633
Uruguay,2021-04-30,Sinovac,1399287
Uruguay,2021-05-01,Oxford/AstraZeneca,43256
Uruguay,2021-05-01,Pfizer/BioNTech,432696
Uruguay,2021-05-01,Sinovac,1399302
Uruguay,2021-05-02,Oxford/AstraZeneca,43301
Uruguay,2021-05-02,Pfizer/BioNTech,432734
Uruguay,2021-05-02,Sinovac,1399469
Uruguay,2021-05-03,Oxford/AstraZeneca,43374
Uruguay,2021-05-03,Pfizer/BioNTech,446590
Uruguay,2021-05-03,Sinovac,1418247
Uruguay,2021-05-04,Oxford/AstraZeneca,43455
Uruguay,2021-05-04,Pfizer/BioNTech,459198
Uruguay,2021-05-04,Sinovac,1439626
Uruguay,2021-05-05,Oxford/AstraZeneca,43612
Uruguay,2021-05-05,Pfizer/BioNTech,469555
Uruguay,2021-05-05,Sinovac,1461648
Uruguay,2021-05-06,Oxford/AstraZeneca,43685
Uruguay,2021-05-06,Pfizer/BioNTech,478797
Uruguay,2021-05-06,Sinovac,1489000
Uruguay,2021-05-07,Oxford/AstraZeneca,44217
Uruguay,2021-05-07,Pfizer/BioNTech,487667
Uruguay,2021-05-07,Sinovac,1498812
Uruguay,2021-05-08,Oxford/AstraZeneca,44347
Uruguay,2021-05-08,Pfizer/BioNTech,491365
Uruguay,2021-05-08,Sinovac,1502171
Uruguay,2021-05-09,Oxford/AstraZeneca,44369
Uruguay,2021-05-09,Pfizer/BioNTech,491383
Uruguay,2021-05-09,Sinovac,1502526
Uruguay,2021-05-10,Oxford/AstraZeneca,44500
Uruguay,2021-05-10,Pfizer/BioNTech,498636
Uruguay,2021-05-10,Sinovac,1539505
Uruguay,2021-05-11,Oxford/AstraZeneca,44718
Uruguay,2021-05-11,Pfizer/BioNTech,504113
Uruguay,2021-05-11,Sinovac,1576978
Uruguay,2021-05-12,Oxford/AstraZeneca,44877
Uruguay,2021-05-12,Pfizer/BioNTech,511084
Uruguay,2021-05-12,Sinovac,1614495
Uruguay,2021-05-13,Oxford/AstraZeneca,44888
Uruguay,2021-05-13,Pfizer/BioNTech,523990
Uruguay,2021-05-13,Sinovac,1664274
Uruguay,2021-05-14,Oxford/AstraZeneca,44958
Uruguay,2021-05-14,Pfizer/BioNTech,536605
Uruguay,2021-05-14,Sinovac,1712154
